"maxO3";"T6";"T9";"T12";"T15";"T18";"Ne6";"Ne9";"Ne12";"Ne15";"Ne18";"Vdir6";"Vvit6";"Vdir9";"Vvit9";"Vdir12";"Vvit12";"Vdir15";"Vvit15";"Vdir18";"Vvit18";"Vx";"maxO3v"
"19990712";118.2;18;22.2;25.6;28.3;25.3;1;1;3;1;1;350;4;10;4;20;5;20;5;350;7;1.7101;118
"19990713";127.2;17.3;21.6;26.2;24.6;21.9;2;1;4;7;6;340;4;360;5;360;5;350;7;350;5;0;118.2
"19990714";79;16.5;18.7;21.7;23.4;21;7;4;3;5;7;300;4;260;5;280;5;280;5;270;6;-4.924;127.2
"19990715";75.8;17.1;20;22.6;23.5;21.1;6;7;5;4;1;220;3;300;2;340;3;360;4;10;6;-1.0261;79
"19990716";75.6;12.1;17.8;19.5;22.3;22.8;2;6;8;1;1;300;1;340;2;310;2;350;2;360;3;-1.5321;75.8
"19990717";107.8;14.3;21.1;26;27.8;23.8;1;4;3;3;7;20;1;30;2;340;3;330;4;360;7;-1.0261;75.6
"19990718";130.6;15.9;22.3;28.1;29.1;25;1;0;4;4;6;360;3;10;3;50;2;200;5;220;5;1.5321;107.8
"19990719";63.6;15.6;19.6;21.7;20.4;19.8;6;7;7;7;7;250;2;220;4;200;7;210;7;230;5;-2.3941;130.6
"19990720";63.2;18.3;20.3;22.1;19.7;22.2;8;5;7;8;5;190;3;230;5;230;7;220;4;230;5;-5.3623;63.6
"19990721";71;16.4;18;19.3;20.1;19.5;7;7;7;7;7;280;3;300;5;290;5;310;4;340;5;-4.6985;63.2
"19990722";58;13.9;16.4;16.9;17.7;16.9;2;7;7;7;8;280;4;320;5;350;5;340;5;350;5;-0.8682;71
"19990723";84.2;15;18.6;21.6;23.2;22.1;7;7;4;4;1;290;1;30;2;30;2;10;5;30;4;1;58
"19990724";111.4;12.9;21.6;25.7;27.7;27.8;0;0;0;0;0;90;1;70;3;80;4;60;4;70;4;3.9392;84.2
"19990725";118.6;15.2;25.5;29.7;31.5;31.2;0;0;0;1;0;0;0;90;5;90;6;70;7;70;4;6;111.4
"19990726";122.2;21.7;27.4;31.1;31.8;30.5;3;2;5;4;7;90;5;80;5;90;8;80;7;60;6;8;118.6
"19990727";136;18.5;23.4;26.7;29.1;26.7;5;3;6;6;7;60;4;60;5;60;6;60;8;20;7;5.1962;122.2
"19990728";141.4;16.2;21.5;26.8;29.5;28.6;1;1;1;3;2;340;2;10;4;40;5;20;2;40;5;3.2139;136
"19990729";NA;15.5;21.5;27.6;30.4;28;0;0;0;3;3;350;2;340;2;330;3;270;3;360;5;-1.5;141.4
"19990730";159.2;15.9;22;27.7;30.2;26.9;5;4;4;5;2;300;2;340;2;350;1;120;1;20;5;-0.1736;NA
"19990731";143.4;16.7;20.4;26.4;27.6;24.1;7;1;5;6;6;10;4;340;3;360;4;340;5;360;4;0;159.2
"19990801";132.4;16.7;20.2;27.8;29.1;28.2;8;3;2;6;5;30;2;90;1;190;3;230;4;230;3;-0.5209;143.4
"19990802";98;16.6;21.6;26.7;27;21.2;7;7;7;7;7;270;1;250;2;160;2;230;5;260;4;0.684;132.4
"19990803";85.2;16.8;20.5;23.8;25.2;25.8;7;4;5;4;5;250;2;30;1;160;3;210;3;150;2;1.0261;98
"19990804";45.6;17.9;21.4;21.3;20.9;20.6;7;8;8;8;6;90;3;110;4;120;4;260;3;20;1;3.4641;85.2
"19990805";62.2;15.7;20.5;24.1;25.3;22.9;3;5;6;6;7;210;1;220;5;220;5;230;5;230;5;-3.2139;45.6
"19990806";67.2;17.6;20.7;22.1;20.8;21.6;7;7;6;7;5;330;1;140;2;120;3;210;4;330;4;2.5981;62.2
"19990807";82;15.4;20.5;24.5;27;25.2;8;5;5;4;7;150;1;200;4;180;5;160;5;110;5;0;67.2
"19990808";92.2;16.5;17.8;17.4;20.8;20.9;7;6;6;6;4;170;3;210;7;230;6;210;6;230;6;-4.5963;82
"19990809";70;15.2;16.2;20.4;20.5;19.9;5;7;7;6;7;170;5;170;7;180;8;200;6;230;4;0;92.2
"19990810";74;17;16.5;19.8;21;20.3;8;8;7;7;4;250;3;300;7;320;6;330;7;340;5;-3.8567;70
"19990811";79.2;14.7;18;19.7;21.1;20.7;7;7;7;7;7;210;1;60;1;220;2;210;2;0;0;-1.2856;74
"19990812";83.6;15.3;19.3;21.8;22.4;21.6;7;7;6;6;7;240;1;60;1;300;2;320;3;30;3;-1.7321;79.2
"19990813";66;15.3;20.3;22.5;23.2;21.8;3;5;7;6;7;170;1;240;3;230;3;260;5;250;5;-2.2981;83.6
"19990814";59;17.1;17.8;22.4;23.7;20.8;8;8;6;4;5;270;3;230;5;250;6;310;8;310;7;-5.6382;66
"19990815";51.2;13.1;18.1;19.7;20.2;16.7;7;7;8;8;8;210;2;250;3;230;5;240;5;20;3;-3.8302;59
"19990816";58.2;14;17.8;20.1;18.6;19.3;7;7;7;6;4;0;0;270;3;260;3;350;7;330;5;-2.9544;51.2
"19990817";58.8;13.8;16;17.1;20.5;17;8;7;7;8;7;190;2;190;4;240;5;220;9;210;6;-4.3301;58.2
"19990818";72.6;14.5;18;21.1;20.1;19;1;5;4;6;4;210;5;260;5;240;9;250;10;250;6;-7.7942;58.8
"19990819";73;13.1;18.4;20.7;21.8;18.6;1;4;4;6;6;240;3;250;6;260;6;280;5;260;3;-5.9088;72.6
"19990820";76.8;11.4;16.9;20.7;21.9;21.7;1;2;5;6;6;0;0;0;0;210;2;110;1;140;1;-1;73
"19990821";109.2;14.7;19.9;24.1;24.3;23.2;5;5;6;5;6;90;2;110;3;90;4;80;4;90;4;4;76.8
"19990822";107.2;14.4;20.5;24.3;25.5;24.6;5;3;3;3;4;90;3;110;5;110;4;150;3;120;3;3.7588;109.2
"19990823";66.4;17.1;19.9;22.8;24.6;21.4;7;7;6;7;8;130;2;260;3;290;2;230;3;260;2;-1.8794;107.2
"19990824";99;16.8;22.8;27.4;29.2;28.4;1;2;3;3;5;130;1;170;3;190;3;220;3;130;1;-0.5209;66.4
"19990825";100.8;18.9;20.5;23.8;25.8;26.2;8;8;8;6;3;80;2;30;1;180;1;300;3;240;3;0;99
"19990826";74;17.6;20.7;23.8;24.7;21.5;6;6;4;3;5;210;2;280;3;290;3;300;4;10;4;-2.8191;100.8
"19990827";75.2;14.8;18.6;22.6;23.5;21.2;7;5;3;6;7;300;1;280;2;350;1;10;4;30;4;-0.1736;74
"19990828";86;14.7;20.5;23.7;24.3;22.3;5;3;2;3;2;340;1;90;3;90;4;30;4;30;6;4;75.2
"19990829";128.8;12;20.2;24.8;25.6;23;1;1;5;6;8;330;1;190;1;360;1;350;3;10;5;0;86
"19990830";98.6;15.6;21;24.9;24;21.5;6;4;2;3;6;320;1;30;3;30;4;350;6;350;5;2;128.8
"19990831";71.8;11.8;18.9;22.1;22.3;20.1;1;2;6;3;1;280;1;10;3;350;4;10;5;10;4;-0.6946;98.6
"19990901";85.4;11.2;18.5;22.2;25.4;23.6;1;4;1;1;2;350;1;360;4;350;4;70;2;10;4;-0.6946;71.8
"19990902";114.2;13.3;21.8;27.5;28.5;27.1;1;1;1;1;1;320;1;130;2;110;5;70;5;60;4;4.6985;85.4
"19990903";106.4;15.6;20.6;25.3;26.6;25.2;2;6;4;2;1;360;1;60;5;80;5;30;4;40;5;4.924;114.2
"19990904";139.2;11.6;20.5;25.9;27.2;24.1;0;1;1;1;2;310;2;10;3;60;5;30;4;10;5;4.3301;106.4
"19990905";139;14.3;18.2;27.5;26.7;23.5;5;4;4;5;7;270;1;20;1;150;1;40;4;250;1;0.5;139.2
"19990906";129.8;14.3;19;24.9;26.9;23.3;2;0;3;4;1;160;1;330;2;340;3;260;5;240;4;-1.0261;139
"19990907";105.4;14.6;18.8;23;23.3;21.1;6;6;5;7;5;150;2;250;3;230;4;240;4;240;3;-3.0642;129.8
"19990908";85.4;15.7;18;23.7;26.1;22.7;9;5;4;2;1;210;1;190;4;190;5;230;4;230;3;-0.8682;105.4
"19990909";52.4;17.1;16.9;19.5;21;20.4;7;8;7;8;7;270;1;360;4;360;5;30;2;30;4;0;85.4
"19990910";114.8;13;20.6;28.6;30.2;28.3;0;0;0;5;5;40;1;130;2;140;3;140;2;110;3;1.9284;52.4
"19990911";133.4;17.5;23.8;30.7;30.8;26.4;4;5;4;2;2;120;2;140;2;210;6;220;6;210;4;-3;114.8
"19990912";67.2;16.4;16.7;19.4;21.1;17.2;8;8;7;7;8;350;4;280;4;190;2;220;4;200;3;-0.3473;133.4
"19990913";66.2;13.3;16.4;18.9;18.4;16.7;8;6;6;8;8;300;2;320;4;350;4;360;6;360;3;-0.6946;67.2
"19990914";58.8;11.6;13.7;15.3;17.1;16.3;8;7;8;7;3;10;3;330;4;10;2;360;5;20;3;0.3473;66.2
"19990915";79.4;7;13.8;19.6;20.8;18.4;0;1;2;1;1;0;0;290;2;270;3;270;4;230;4;-3;58.8
"19990916";69.6;12.5;17.7;18.5;21;17.8;1;7;7;6;6;160;4;190;7;230;5;250;7;250;3;-3.8302;79.4
"19990917";63.2;12.3;17.2;17.6;20.4;17.9;1;1;7;5;4;190;2;210;4;240;3;230;6;210;3;-2.5981;69.6
"19990918";58.8;14.1;15.4;16.9;17.4;17.3;7;8;8;8;7;160;5;180;7;170;8;180;8;150;5;1.3892;63.2
"19990919";66.8;13.5;15.4;18.3;17.9;16.2;8;7;7;8;8;170;3;140;3;160;4;120;4;80;4;1.3681;58.8
"19990920";55.4;13.3;15.9;19;17;15.5;7;6;7;7;8;200;3;190;5;190;7;190;4;170;4;-1.2155;66.8
"19990921";45.6;12.4;16.8;15.9;18.8;19.2;5;6;8;7;1;180;2;180;5;180;7;180;5;230;4;0;55.4
"19990922";61.4;17.3;19;22.9;19.2;18.9;7;7;2;7;1;180;4;170;5;210;8;210;6;180;4;-4;45.6
"19990923";67.8;16.5;19.3;20.6;19.7;18.1;4;7;7;7;6;200;5;190;9;220;11;230;7;210;5;-7.0707;61.4
"19990924";67.2;16.7;19.5;22.2;22;17.7;5;2;3;6;5;180;5;200;7;210;9;230;8;260;2;-4.5;67.8
"19990925";73.2;15.2;18.8;18;18.8;16.3;6;6;7;7;3;200;4;210;6;200;8;220;6;210;5;-2.7362;67.2
"19990926";75.2;12.7;16.1;18.8;17.6;17;6;2;7;6;7;200;3;220;3;210;5;250;3;220;5;-2.5;73.2
"19990927";75;16.2;16.6;17;19.2;16.5;8;6;8;6;8;200;7;260;5;240;7;220;5;210;5;-6.0622;75.2
"19990928";63.4;12.1;15.8;17.6;17;17.3;1;5;8;8;7;230;3;250;4;220;5;210;5;220;5;-3.2139;75
"19990929";67.4;16.3;16.4;18.3;19.6;17.9;8;8;7;7;6;240;4;230;5;220;7;220;8;230;4;-4.4995;63.4
"19990930";65.8;12.7;15.9;17.9;18.4;15.1;1;5;6;7;7;240;4;280;6;290;6;300;7;290;5;-5.6382;67.4
"20000401";76;5.9;8.7;9.9;12.5;10.9;7;8;7;7;7;190;4;220;5;250;7;240;6;210;4;-6.5778;40
"20000402";53;6;8;10.2;13.2;11.6;7;8;8;8;8;110;4;120;5;120;4;100;4;160;3;3.4641;76
"20000403";57;8.9;9.5;15;11.2;10.6;8;8;6;8;7;110;3;120;3;160;4;170;4;200;2;1.3681;53
"20000404";61;8.2;8.1;8.1;6.7;6.3;8;7;8;8;8;10;3;360;7;350;8;360;8;360;7;-1.3892;57
"20000405";61;3.2;4.5;5.8;6.7;7;8;8;8;8;7;10;5;20;6;10;6;20;5;30;7;1.0419;61
"20000406";77;1.7;5.6;9.5;10.8;9.7;2;6;6;6;3;30;3;50;5;70;2;90;3;100;3;1.8794;61
"20000407";66;-0.5;9.1;13.4;16.1;14.7;0;0;0;0;0;0;0;90;5;90;7;80;8;90;5;7;77
"20000408";80;4.5;11.7;17.2;18.8;17.2;0;1;1;1;0;80;1;80;4;100;5;60;6;90;3;4.924;66
"20000409";74;3.9;7.8;12.5;14.8;12.3;7;8;7;7;8;290;2;360;2;60;6;80;5;90;1;5.1962;80
"20000410";56;9;10.9;10.9;13.5;11;6;5;8;5;7;40;5;60;6;30;6;20;7;360;5;3;74
"20000411";69;1.1;8.1;10;8.3;5.2;6;7;7;7;6;250;1;250;5;230;7;230;8;280;3;-5.3623;56
"20000412";63;1.9;8.3;8.7;10.2;7.4;1;5;6;6;5;220;4;230;5;230;8;250;7;310;4;-6.1284;69
"20000413";65;5.4;10.3;13.7;14.6;10;2;5;6;4;5;210;3;260;5;260;7;250;8;360;3;-6.8937;63
"20000414";54;5.2;8;7.7;7.2;7.9;8;8;8;8;8;90;2;80;2;90;5;70;7;90;6;5;65
"20000415";60;7.6;6.6;7.8;9.3;8.9;8;8;8;6;6;260;8;290;10;290;10;290;6;280;2;-9.3969;54
"20000416";69;2.2;6.3;7.9;13;11.5;7;8;8;6;4;80;3;100;5;110;5;200;7;210;5;4.6985;60
"20000417";64;7.1;10.7;13.2;13.9;11.8;5;5;7;5;2;180;5;220;7;240;10;230;11;240;7;-8.6603;69
"20000418";56;9.8;11.4;11.6;12.4;11.8;7;7;8;7;7;170;5;170;6;190;8;170;9;180;3;-1.3892;64
"20000419";61;5.1;11.7;13.5;12.3;11.7;2;4;7;8;8;210;2;210;4;200;6;190;7;180;7;-2.0521;56
"20000420";58;12.5;13.6;15;12.1;10;8;7;8;8;8;180;6;180;8;220;7;250;5;210;5;-4.4995;61
"20000421";71;9.9;12.6;17;17.4;16.5;3;7;6;6;7;190;5;240;3;210;8;200;7;180;2;-4;58
"20000422";69;9.6;13.8;15.2;15.6;14.5;7;7;7;6;5;180;2;210;4;220;5;230;5;260;5;-3.2139;71
"20000423";73;8.5;12.7;13.8;14.3;13;8;3;5;6;7;240;2;230;5;240;7;190;4;250;5;-6.0622;69
"20000424";57;6.9;10.1;11.6;11.5;11.1;3;8;8;8;7;150;3;170;5;160;7;180;7;170;7;2.3941;73
"20000425";61;12;14.5;14.1;11.9;11.1;7;6;8;8;8;190;5;220;6;200;7;180;5;230;3;-2.3941;57
"20000426";66;9.7;11.9;14.5;14.6;13.1;8;7;5;7;6;180;3;180;8;220;9;220;7;200;7;-5.7851;61
"20000427";56;8.4;9.9;13.4;13.4;13;8;8;7;8;8;160;1;100;1;350;2;10;1;360;2;-0.3473;66
"20000428";72;8.5;11.7;14.4;16.2;14.5;7;7;6;6;6;310;2;300;3;360;2;280;3;240;3;0;56
"20000429";70;7;12.4;15.8;18.1;17.4;1;5;5;5;3;110;2;170;4;160;5;130;3;120;4;1.7101;72
"20000430";75;7.2;16.5;19.3;21.1;19.8;1;5;6;6;6;0;0;110;4;80;5;90;4;80;3;4.924;70
"20000501";79;12.4;17.2;20.2;21.8;19.2;4;7;8;2;3;340;1;50;3;60;5;50;6;20;6;4.3301;75
"20000502";60;12;12.7;16.9;15.3;14.4;8;8;6;8;8;30;5;40;5;70;6;40;5;40;5;5.6382;79
"20000503";58;11.2;12.7;14.8;13.7;13.5;8;8;8;8;8;60;5;60;5;60;6;60;4;60;4;5.1962;60
"20000504";54;11;12.8;16;18.2;16.5;8;8;8;7;8;40;4;70;5;60;4;70;4;70;6;3.4641;58
"20000505";90;13.4;18.2;21.8;23.7;23;4;7;4;2;4;30;2;70;3;90;4;110;3;120;2;4;54
"20000506";91;14.6;19.2;22.3;23;18.7;7;4;6;6;7;10;1;130;2;160;2;180;3;20;5;0.684;90
"20000507";75;14.5;16.8;19.6;20.6;16.4;7;8;7;7;7;0;0;200;1;150;2;360;5;50;1;1;91
"20000508";71;13;15.3;18.5;17.2;19.8;8;7;7;7;6;160;1;140;1;150;2;200;1;240;1;1;75
"20000509";74;12.9;14.1;19;22;20.6;8;8;6;6;7;190;2;50;2;90;2;80;3;310;2;2;71
"20000510";77;15.1;15.8;18.3;21.5;19.5;8;8;6;6;7;60;2;60;2;70;3;190;2;90;1;2.8191;74
"20000511";68;15.4;16.5;17.9;17.1;17.3;8;8;8;7;7;100;3;130;5;120;5;170;2;220;4;4.3301;77
"20000512";75;14.2;15.7;16.1;18.3;17.7;8;8;8;7;5;160;1;190;2;190;1;360;2;20;3;-0.1736;68
"20000513";94;12.7;13.6;17.9;22;22.2;9;8;5;2;1;30;2;70;1;20;1;290;2;320;2;0.342;75
"20000514";92;12.3;17.5;23.1;24.5;23.6;8;5;5;5;6;110;1;190;1;80;3;90;2;130;2;2.9544;94
"20000515";113;13.7;22;26;27;25.3;4;4;4;3;3;0;0;170;1;180;3;200;3;230;3;0;92
"20000516";93;16;17.9;21.2;21;16.9;8;7;4;3;7;190;3;200;3;230;4;220;7;250;5;-3.0642;113
"20000517";87;10.5;13.4;16.2;16.3;15;1;4;6;6;7;270;3;300;5;270;4;260;4;260;5;-4;93
"20000518";83;11.2;14.2;14.2;14.4;12.6;8;6;6;7;7;240;4;290;5;330;5;320;5;310;6;-2.5;87
"20000519";79;9.8;12.9;14.7;15;14.7;8;7;6;7;5;260;3;270;6;290;5;290;5;330;3;-4.6985;83
"20000520";82;9.2;14.2;16.1;17.8;16.6;6;6;6;7;7;0;0;350;1;180;1;230;3;260;2;0;79
"20000521";75;10.6;12.7;14.2;15.5;13.7;4;6;6;5;6;300;4;290;7;320;6;320;6;330;4;-3.8567;82
"20000522";73;10.8;13.9;15.7;17;16.2;7;7;7;7;7;230;2;260;3;250;4;240;3;220;4;-3.7588;75
"20000523";81;12.5;15.6;18.3;16.9;15.8;4;8;7;7;8;200;3;210;6;220;7;240;6;230;5;-4.4995;73
"20000524";57;14.2;16.5;16.4;15.3;15;8;8;8;8;8;220;4;230;6;210;5;200;9;210;6;-2.5;81
"20000525";81;11.1;13.7;17.2;18.8;16.6;7;6;6;5;5;300;3;320;5;280;5;250;5;250;4;-4.924;57
"20000526";73;10.8;13.2;13.6;16.1;12.9;7;8;8;8;7;150;1;150;5;170;8;200;9;300;10;1.3892;81
"20000527";77;8.6;13.9;14.7;13.5;11.2;1;4;7;8;8;220;4;230;7;220;7;220;4;200;5;-4.4995;73
"20000528";78;9.9;13.3;15.1;16.3;14.4;2;6;5;6;6;260;5;270;6;270;6;240;6;250;5;-6;77
"20000529";77;8.7;14.2;15.8;16.7;15;0;6;7;7;8;270;3;280;4;240;3;240;4;230;5;-2.5981;78
"20000530";59;13;14.8;15.1;15.7;14.9;8;8;8;8;8;220;3;250;5;240;5;240;5;250;6;-4.3301;77
"20000531";67;12.1;15.5;16.4;19.5;17.2;8;7;7;6;7;40;2;120;2;190;3;230;4;230;5;-0.5209;59
"20000601";67;13.1;14.4;17.9;20.2;20.8;8;8;6;3;1;240;4;220;5;220;5;200;3;240;1;-3.2139;67
"20000602";86;13.1;16.9;21.1;24.1;24.3;2;1;4;2;2;350;3;350;3;330;1;310;1;230;3;-0.5;67
"20000603";72;14.4;17.8;19;21.7;21.9;8;8;8;5;4;350;1;20;1;280;3;360;1;40;2;-2.9544;86
"20000604";82;11;15.7;19;20.5;17.8;2;5;5;5;7;280;2;300;3;320;3;290;2;20;5;-1.9284;72
"20000605";61;12.4;14.1;16.4;16.2;16.3;8;7;8;8;7;340;3;350;3;330;3;340;5;340;5;-1.5;82
"20000606";70;9.2;14.6;17.6;14.6;16;5;5;8;8;4;270;2;260;3;310;3;260;3;200;2;-2.2981;61
"20000607";85;9;14.2;18.6;20.3;20.1;9;5;5;4;2;280;1;350;1;100;3;130;2;160;3;2.9544;70
"20000608";107;12.7;19.7;23.2;25.1;24.9;4;1;1;1;2;110;3;140;4;150;5;180;6;180;5;2.5;85
"20000609";NA;15.1;15.4;16.3;19;15.4;7;7;7;7;7;200;2;240;4;220;3;200;5;350;5;-1.9284;107
"20000610";76;9.5;13.3;16.9;19.2;18.8;6;6;6;6;7;320;3;350;4;340;3;290;3;270;2;-1.0261;NA
"20000611";83;13.3;15.7;18.5;20.2;18;8;6;7;4;4;250;2;320;4;320;4;290;3;360;4;-2.5712;76
"20000612";75;13.8;16.3;18.8;23.4;23.4;7;7;7;3;2;240;2;290;3;220;2;290;1;220;3;-1.2856;83
"20000613";59;14.3;15.5;20.1;24.2;24.8;8;8;6;2;3;290;1;0;0;110;1;200;1;230;1;0.9397;75
"20000614";63;15.2;17.7;21.8;25.1;22.4;8;6;2;2;0;320;2;270;1;210;3;240;3;10;6;-1.5;59
"20000615";52;13.7;15.4;20.6;25;25.3;8;8;2;1;1;40;2;110;1;350;2;300;1;360;2;-0.3473;63
"20000616";102;15.6;17.7;25.7;28.4;27.9;0;8;0;3;2;110;4;120;2;100;3;110;3;120;3;2.9544;52
"20000617";108;17.8;23.4;27.5;29.3;28.5;5;1;1;1;0;130;3;140;6;120;4;110;5;110;4;3.4641;102
"20000618";116;17.6;23.7;29.2;31.9;31.8;0;0;0;0;0;120;5;120;5;120;5;160;6;160;5;4.3301;108
"20000619";131;20.6;24.6;28.3;29.3;26;1;1;1;2;5;160;2;240;4;180;6;190;5;210;6;0;116
"20000620";99;17.4;19;23.3;23.6;21.1;7;7;4;7;5;320;3;290;3;200;2;260;5;220;5;-0.684;131
"20000621";76;17.2;20.3;21.6;20.8;19.4;8;7;6;6;5;200;5;220;8;230;9;240;6;230;7;-6.8944;99
"20000622";75;14.7;18.2;19;19.3;17.2;5;7;7;7;7;230;4;230;8;250;7;240;8;240;5;-6.5778;76
"20000623";60;14.3;17.2;17.6;16.3;16.5;7;7;7;7;8;240;2;270;4;280;5;280;2;310;2;-4.924;75
"20000624";70;12.7;15.5;17.1;16.7;15.1;7;7;8;7;8;290;4;320;6;320;5;330;5;340;4;-3.2139;60
"20000625";81;11.8;15.5;17.7;20;18.5;7;5;6;6;4;90;2;60;3;50;3;70;4;20;5;2.2981;70
"20000626";106;11.8;18.9;21.9;22.8;22.5;0;1;4;3;1;20;1;130;4;90;4;80;5;90;5;4;81
"20000627";112;14.2;19.8;23;24.4;23.2;4;3;5;4;7;90;5;100;7;90;7;90;7;90;6;7;106
"20000628";128;15.8;20.4;24.1;25;23.1;1;5;7;7;7;90;3;130;2;100;2;170;3;200;4;1.9696;112
"20000629";100;16.3;19.7;23.2;23.5;20.8;8;8;6;7;7;250;2;220;1;220;2;330;1;40;2;-1.2856;128
"20000630";94;15;18.4;22.1;22.7;23.4;8;6;6;7;6;350;2;230;1;200;2;230;2;320;1;-0.684;100
"20000701";75;16.3;19.8;24;24.3;22.3;8;7;5;5;5;190;3;190;5;220;7;260;4;230;5;-4.4995;94
"20000702";73;15.3;19.1;21.7;22.5;22.1;7;8;7;2;6;20;1;100;1;170;2;310;4;270;5;0.3473;75
"20000703";67;14.4;20.4;18.6;20.8;20.1;4;6;8;7;6;0;0;240;4;230;2;190;5;210;3;-1.5321;73
"20000704";69;15.4;17.5;21.2;19;17.1;7;6;3;6;5;250;2;260;3;250;7;300;8;270;4;-6.5778;67
"20000705";80;15.2;19;20.6;22.2;21.4;7;7;7;5;6;210;3;250;4;270;3;280;5;230;5;-3;69
"20000706";88;15.8;20.8;23.4;24.9;24;3;6;7;4;7;70;2;90;3;100;4;70;5;40;5;3.9392;80
"20000707";79;16.2;15.9;17.4;17.7;16.4;8;8;8;8;8;20;3;360;5;10;6;10;8;20;5;1.0419;88
"20000708";71;12.3;16.8;18.6;19.1;17.5;3;5;7;7;7;270;1;330;5;340;5;290;5;350;5;-1.7101;79
"20000709";52;14.1;16.5;18.2;17.4;16.3;8;8;8;8;8;240;5;250;6;250;6;250;6;260;5;-5.6382;71
"20000710";70;12.5;16.2;16.7;17.4;15.9;2;7;7;3;7;250;3;270;7;300;7;320;9;300;7;-6.0622;52
"20000711";64;13.4;16.1;17.1;15.5;15;4;5;4;6;4;310;5;330;8;310;11;340;9;340;8;-8.4265;70
"20000712";64;9.6;16.4;19.7;19.2;15.8;5;7;5;7;8;280;2;280;2;260;5;240;5;250;4;-4.924;64
"20000713";65;13.9;15.3;19.8;22.7;19.3;7;8;5;4;7;250;4;250;4;290;6;320;8;340;6;-5.6382;64
"20000714";68;14.3;16.4;18.4;19.1;16.7;8;7;6;7;7;280;3;330;5;330;8;330;11;340;8;-4;65
"20000715";72;13.5;16.1;18;19.3;18.1;7;7;5;3;3;240;1;290;2;360;3;350;7;350;6;0;68
"20000716";82;10.5;16.9;18.9;20.6;20.3;6;5;7;5;1;300;1;290;1;20;4;30;4;20;5;1.3681;72
"20000717";93;12.3;18;21.9;22.3;21.9;1;0;1;3;2;90;2;120;2;80;4;20;3;40;5;3.9392;82
"20000718";115;11.3;19.1;22;23.6;22.3;0;1;3;4;0;310;1;30;1;60;3;30;3;30;5;2.5981;93
"20000719";126;12;20.6;24.1;23.7;20.9;1;2;4;8;7;330;1;80;2;60;3;20;2;20;6;2.5981;115
"20000720";127;13.2;21.4;24.9;25.9;24.4;1;0;2;2;1;0;0;80;2;10;3;20;5;20;6;0.5209;126
"20000721";132;16.1;23.2;26.1;27.6;26.8;0;0;0;0;0;70;3;80;6;110;6;90;6;90;6;5.6382;127
"20000722";109;17;22.2;25.4;24.6;25.2;2;4;7;7;7;90;7;90;6;90;7;80;7;90;6;7;132
"20000723";108;17.4;20.9;24.8;25.1;20.2;6;4;6;8;8;80;2;50;2;100;2;90;2;350;3;1.9696;109
"20000724";78;16.7;19.3;20.2;18.3;17.8;7;7;7;8;8;270;3;270;4;270;6;280;4;330;4;-6;108
"20000725";76;16.1;19.1;21.5;19.4;20.6;8;7;7;7;6;70;3;80;2;100;2;200;2;360;2;1.9696;78
"20000726";68;17.5;18.2;20.3;20;20.9;8;7;7;6;3;110;1;20;2;250;3;200;4;10;1;-2.8191;76
"20000727";85;15.2;17.6;18.4;20.1;17.3;8;8;8;6;7;220;3;260;3;230;2;190;4;20;3;-1.5321;68
"20000728";63;15.8;19.9;21.3;21.2;17.5;7;6;7;6;6;260;1;270;5;230;5;250;6;250;1;-3.8302;85
"20000729";61;14.4;18.2;20;19;20.2;2;5;5;7;7;240;2;280;4;230;4;230;3;40;3;-3.0642;63
"20000730";74;13;17.4;21.4;24;23.9;7;3;5;5;3;40;1;330;1;300;2;270;2;50;2;-1.7321;61
"20000731";106;14.8;22.1;26.2;28;27.8;1;1;1;1;1;130;2;160;3;160;3;230;2;220;2;1.0261;74
"20000801";89;14;20;23.8;23.6;21.5;0;3;3;6;3;310;1;320;3;300;3;290;3;350;7;-2.5981;106
"20000802";70;14.9;18.4;23.4;19;20.6;1;5;5;6;6;260;4;250;4;240;6;300;4;240;6;-5.1962;89
"20000803";72;14;17.8;20.3;21.7;18.6;2;7;6;6;4;220;3;270;5;290;5;300;6;330;3;-4.6985;70
"20000804";80;15.5;18.1;20.7;20.9;19.7;7;7;4;5;1;300;3;330;6;350;7;350;8;340;7;-1.2155;72
"20000805";74;12;18.4;21;22;20.1;3;3;4;3;1;300;2;10;3;320;3;340;4;330;5;-1.9284;80
"20000806";62;15.4;17.2;21.5;21.1;21.1;7;8;7;7;7;280;1;330;4;290;2;340;5;360;5;-1.8794;74
"20000807";67;17.6;20.7;24.2;24.9;25.6;8;7;6;7;5;330;2;320;2;80;2;20;3;350;3;1.9696;62
"20000808";66;16.7;18.6;22.4;23.8;24.1;8;8;8;6;7;340;1;170;2;320;1;350;3;70;2;-0.6428;67
"20000809";98;16.5;22.7;27.3;28.5;23.7;1;1;1;1;0;0;0;240;2;210;4;270;4;10;5;-2;66
"20000810";53;14.4;17.9;20.8;24.2;22.7;8;8;8;2;1;200;1;290;1;300;1;350;1;20;4;-0.866;98
"20000811";99;14.1;19.6;25.5;28;26.7;0;0;1;2;1;10;2;30;2;10;2;10;3;30;4;0.3473;53
"20000812";97;16.3;19.7;25.1;26.3;23.7;7;5;1;1;2;340;4;340;3;350;3;360;3;360;4;-0.5209;99
"20000813";89;16.6;21.1;23;21.5;21.3;7;7;6;8;7;180;1;220;3;200;6;220;4;220;3;-2.0521;97
